Ledger Name,Under,Opening Balance,Opening Dr/Cr,GSTIN,State,City
Unity Traders 0818,Sundry Creditors,62568.58,Dr,,Gujarat,Ahmedabad
Everest Wholesale 0819,Sundry Creditors,5875.87,Cr,33YOBON4751N8ZI,Tamil Nadu,Bengaluru
Star Retail 0820,Sundry Debtors,57604.69,Cr,19ODQXB4458K8Z1,West Bengal,Jaipur
Karan Singh 0821,Sundry Debtors,0,Cr,,Rajasthan,Ahmedabad
Global Industries 0822,Sundry Debtors,0,Cr,29DGBMT0688A5ZP,Karnataka,Coimbatore
Royal Distributors 0823,Sundry Debtors,38547.16,Cr,,Madhya Pradesh,Indore
Ishaan Bose 0824,Sundry Debtors,0,Cr,27FIFOL0138J8Z8,Maharashtra,Pune
Priya Shah 0825,Sundry Debtors,0,Cr,,West Bengal,Ahmedabad
Shakti Industries 0826,Sundry Creditors,74581.58,Dr,27QXLEM9900S2ZW,Maharashtra,Kochi
Pari Menon 0827,Sundry Debtors,77130.61,Dr,36XDPPK4908W4ZE,Telangana,Surat
Vihaan Sharma 0828,Sundry Debtors,0,Cr,09HHHNI7745G6ZE,Uttar Pradesh,Hyderabad
Crescent Industries 0829,Sundry Debtors,0,Dr,,Telangana,Coimbatore
Metro Exports 0830,Sundry Debtors,50512.53,Cr,19YKBBN6310B8Z4,West Bengal,Ahmedabad
Myra Reddy 0831,Sundry Debtors,0,Cr,19XJNQJ7507G3ZC,West Bengal,Lucknow
Shakti Exports 0832,Sundry Debtors,16693.96,Cr,,Punjab,Bengaluru
Unity Distributors 0833,Sundry Creditors,2692.07,Dr,36ZBDYY4135T3ZY,Telangana,Pune
Star Agencies 0834,Sundry Creditors,43003.73,Dr,32BGFPK9132V4ZI,Kerala,Bengaluru
Nikhil Sharma 0835,Sundry Creditors,53110.74,Cr,32LVHGD0322P3ZE,Kerala,Bengaluru
Priya Kumar 0836,Sundry Debtors,8113.29,Cr,07RHVQO9332O5ZO,Delhi,Nagpur
Nova Exports 0837,Sundry Creditors,0,Dr,08NSMKE5467F1ZT,Rajasthan,Hyderabad
Sneha Menon 0838,Sundry Debtors,80307.46,Cr,,West Bengal,Bhopal
Arjun Verma 0839,Sundry Debtors,0,Dr,27USZDK1674Y1ZO,Maharashtra,Bengaluru
Orbit Marketing 0840,Sundry Creditors,0,Cr,19JMFVP7302Z5ZW,West Bengal,Coimbatore
Sneha Verma 0841,Sundry Debtors,43002.88,Dr,23ZWCUN1895A6ZA,Madhya Pradesh,Hyderabad
Global Distributors 0842,Sundry Debtors,0,Dr,,West Bengal,Mumbai
Nikhil Chowdhury 0843,Sundry Creditors,0,Dr,27CNHYQ2845X5ZH,Maharashtra,Nagpur
Saanvi Menon 0844,Sundry Creditors,69860.31,Cr,32WWYIK3746I7ZT,Kerala,Coimbatore
Karan Rao 0845,Sundry Creditors,0,Dr,,Maharashtra,Jaipur
Aarav Chowdhury 0846,Sundry Debtors,0,Cr,32FPLNH8293K8ZH,Kerala,Bengaluru
Star Agencies 0847,Sundry Debtors,39281.13,Cr,29GIVNM9926L5ZC,Karnataka,Pune
Everest Exports 0848,Sundry Debtors,0,Dr,32XVVXN7719X6ZX,Kerala,Surat
Prime Retail 0849,Sundry Debtors,0,Dr,,Delhi,Delhi
Orbit Solutions 0850,Sundry Debtors,36674.64,Cr,,Delhi,Nagpur
Rahul Kumar 0851,Sundry Debtors,0,Cr,03FROLQ9078L8ZU,Punjab,Surat
Nova & Sons 0852,Sundry Debtors,0,Dr,29QJOIM2957C9ZI,Karnataka,Lucknow
Everest Enterprises 0853,Sundry Creditors,0,Cr,29HYEKF9702X5ZQ,Karnataka,Indore
Pioneer Enterprises 0854,Sundry Creditors,60463.33,Dr,23EEQKT3981Q5Z9,Madhya Pradesh,Ahmedabad
Sunrise Solutions 0855,Sundry Creditors,0,Cr,32VDFYN4856R2ZT,Kerala,Nagpur
Ishaan Nair 0856,Sundry Debtors,0,Cr,08LJUZE0319E9Z2,Rajasthan,Nagpur
Pari Pillai 0857,Sundry Creditors,18873.21,Dr,23CYUVY9599R2ZG,Madhya Pradesh,Bengaluru
Ganga Marketing 0858,Sundry Debtors,0,Cr,24ZBRFU1363Z2ZL,Gujarat,Mumbai
Sunrise Traders 0859,Sundry Debtors,0,Cr,27KIMFR5279W9ZS,Maharashtra,Delhi
Bharat Solutions 0860,Sundry Debtors,47816.28,Dr,,Rajasthan,Kochi
Crescent Enterprises 0861,Sundry Debtors,0,Cr,09ZEULX3510M8ZG,Uttar Pradesh,Kochi
Meera Chowdhury 0862,Sundry Creditors,0,Dr,03KSFNV1730A5Z2,Punjab,Pune
Metro Marketing 0863,Sundry Debtors,19584.26,Cr,03GOBAL7108R3Z0,Punjab,Jaipur
Pooja Rao 0864,Sundry Debtors,0,Cr,19STODJ6788F1ZE,West Bengal,Bhopal
Zenith Distributors 0865,Sundry Debtors,49697.91,Dr,08RHIFJ4636D1ZK,Rajasthan,Lucknow
Global Trading Co 0866,Sundry Creditors,0,Dr,03WDVIW6786F2Z1,Punjab,Surat
Star Solutions 0867,Sundry Debtors,53027.9,Cr,08GKMZC7627W7Z4,Rajasthan,Indore
Star Enterprises 0868,Sundry Debtors,0,Cr,24OETFX3815R8ZL,Gujarat,Bengaluru
Apex Solutions 0869,Sundry Creditors,0,Dr,23BMFEF7424X5ZF,Madhya Pradesh,Lucknow
Ganga Solutions 0870,Sundry Debtors,0,Cr,32OAVJC6235M8ZI,Kerala,Kochi
Anjali Sharma 0871,Sundry Creditors,56234.54,Dr,23LTNEV6652K8ZP,Madhya Pradesh,Delhi
Nova Retail 0872,Sundry Debtors,24916.67,Cr,09UBRLX9716D8Z5,Uttar Pradesh,Ahmedabad
Crescent Traders 0873,Sundry Creditors,0,Dr,,Maharashtra,Lucknow
Nova Enterprises 0874,Sundry Debtors,0,Cr,27NYXIY5159D8ZB,Maharashtra,Indore
Reyansh Pillai 0875,Sundry Debtors,0,Dr,36KOUXA7447S4ZN,Telangana,Hyderabad
Shakti Retail 0876,Sundry Debtors,0,Cr,27BAYGW8877B4Z9,Maharashtra,Hyderabad
Sunrise Retail 0877,Sundry Creditors,0,Cr,36ZTAUC9291C3Z4,Telangana,Delhi
Vertex Industries 0878,Sundry Debtors,0,Cr,27CLMYX3387O4ZH,Maharashtra,Mumbai
Saanvi Bose 0879,Sundry Creditors,0,Cr,29FINTF3678Y4Z6,Karnataka,Chennai
Orbit Industries 0880,Sundry Creditors,0,Dr,,Uttar Pradesh,Delhi
Karan Rao 0881,Sundry Debtors,26219.76,Cr,19BGYST6468R2Z3,West Bengal,Coimbatore
Rahul Pillai 0882,Sundry Creditors,55536.75,Cr,09TMWQR2617I4ZA,Uttar Pradesh,Surat
Kavya Gupta 0883,Sundry Debtors,0,Cr,,Uttar Pradesh,Kolkata
Pioneer Wholesale 0884,Sundry Debtors,0,Dr,,Tamil Nadu,Indore
Neha Gupta 0885,Sundry Debtors,71527.99,Cr,29FPKPX8761W9Z8,Karnataka,Bhopal
Neha Singh 0886,Sundry Debtors,0,Dr,32LAXPK9423A6Z5,Kerala,Delhi
Ananya Shah 0887,Sundry Debtors,81461.65,Dr,33BWBZP3111X2ZN,Tamil Nadu,Chennai
Crescent Retail 0888,Sundry Debtors,0,Dr,,Kerala,Bengaluru
Metro Marketing 0889,Sundry Debtors,70297.56,Dr,24LJYTX6788I5ZQ,Gujarat,Nagpur
Metro Exports 0890,Sundry Debtors,0,Cr,,Delhi,Hyderabad
Vihaan Iyer 0891,Sundry Debtors,0,Dr,,Kerala,Indore
Priya Chowdhury 0892,Sundry Debtors,20166.99,Cr,09BBYYN0336B7ZO,Uttar Pradesh,Kochi
Global Wholesale 0893,Sundry Debtors,0,Dr,23FEOLO0022D9ZS,Madhya Pradesh,Lucknow
Ganga Agencies 0894,Sundry Creditors,33644.51,Cr,32ZAEKA4568E1ZY,Kerala,Coimbatore
Rahul Nair 0895,Sundry Debtors,52741.81,Cr,,Gujarat,Lucknow
Everest Agencies 0896,Sundry Debtors,0,Dr,27VGTKL0978J1ZW,Maharashtra,Surat
Orbit Enterprises 0897,Sundry Creditors,48481.78,Dr,27IBUEQ1649O1Z0,Maharashtra,Surat
Apex Trading Co 0898,Sundry Creditors,0,Dr,03ZSRLI0201Q8ZM,Punjab,Kolkata
Star Industries 0899,Sundry Debtors,45884.99,Cr,,Kerala,Indore
Vertex Traders 0900,Sundry Debtors,0,Dr,24KITWI6413B6Z7,Gujarat,Indore
Zenith Exports 0901,Sundry Debtors,0,Dr,,Rajasthan,Mumbai
Vertex Industries 0902,Sundry Debtors,0,Dr,29HMPZV0751R6Z6,Karnataka,Mumbai
Pioneer Agencies 0903,Sundry Debtors,62605.57,Cr,,Maharashtra,Nagpur
Bharat Solutions 0904,Sundry Creditors,0,Dr,33YYTPW2927P6ZQ,Tamil Nadu,Hyderabad
Unity Agencies 0905,Sundry Debtors,74337.96,Cr,33JBIZL7702J2ZT,Tamil Nadu,Kochi
Bharat & Sons 0906,Sundry Creditors,0,Cr,09YPFOX1557V4ZL,Uttar Pradesh,Indore
Ganga Enterprises 0907,Sundry Creditors,0,Dr,33JVFVU0485T6ZU,Tamil Nadu,Bengaluru
Sneha Mehta 0908,Sundry Debtors,0,Dr,36BEBEJ0728G4ZN,Telangana,Mumbai
Ganga Industries 0909,Sundry Debtors,81947.36,Cr,08QYIHS0945D5ZS,Rajasthan,Mumbai
Arjun Nair 0910,Sundry Debtors,0,Cr,36IZEJW9981O7Z7,Telangana,Jaipur
Royal Solutions 0911,Sundry Creditors,0,Dr,24DFSHZ5539R6Z4,Gujarat,Nagpur
Pioneer Retail 0912,Sundry Creditors,0,Cr,32FUVBC9386O5ZX,Kerala,Chennai
Pooja Kumar 0913,Sundry Debtors,11700.4,Dr,32AFXNY6451W6Z2,Kerala,Surat
Shakti Retail 0914,Sundry Creditors,0,Dr,03PMZPC3790V6ZM,Punjab,Ahmedabad
Arjun Verma 0915,Sundry Debtors,0,Dr,09KOLMG4655C2ZM,Uttar Pradesh,Delhi
Global Industries 0916,Sundry Debtors,0,Cr,08INWIW8965Z1ZC,Rajasthan,Chennai
Saanvi Mehta 0917,Sundry Creditors,3449.81,Cr,19CVIST5941K1ZQ,West Bengal,Pune
Zenith Marketing 0918,Sundry Debtors,0,Cr,09CFLTI1596D3ZO,Uttar Pradesh,Jaipur
Amit Reddy 0919,Sundry Debtors,0,Dr,,Tamil Nadu,Nagpur
Neha Bose 0920,Sundry Creditors,0,Dr,,Madhya Pradesh,Chennai
Sai Menon 0921,Sundry Debtors,73787.49,Cr,32GZAJK9084P7ZO,Kerala,Kolkata
Vihaan Patel 0922,Sundry Creditors,13115.84,Dr,36RHGTF8742Q9ZA,Telangana,Mumbai
Ganga Retail 0923,Sundry Debtors,67354.01,Dr,19YCKAA3971P4ZS,West Bengal,Bhopal
Pioneer Traders 0924,Sundry Debtors,0,Cr,29UOFQT8365O5ZL,Karnataka,Indore
Pioneer Wholesale 0925,Sundry Debtors,41607.83,Cr,09GIJZS6277T3ZP,Uttar Pradesh,Mumbai
Aditya Patel 0926,Sundry Debtors,44923.75,Dr,,Tamil Nadu,Ahmedabad
Sneha Reddy 0927,Sundry Debtors,0,Dr,36ZWVHU2876T9ZQ,Telangana,Ahmedabad
Priya Kumar 0928,Sundry Debtors,0,Dr,03OYDPJ1757P8ZA,Punjab,Mumbai
Shakti Industries 0929,Sundry Debtors,0,Dr,19OZBLZ4006F3ZQ,West Bengal,Lucknow
Crescent Exports 0930,Sundry Creditors,43040.46,Dr,,Punjab,Kolkata
Aarav Menon 0931,Sundry Creditors,0,Cr,27CDBOY6142D3ZO,Maharashtra,Lucknow
Metro Exports 0932,Sundry Debtors,0,Dr,03UDASL4013P2ZE,Punjab,Delhi
Star Wholesale 0933,Sundry Debtors,65705.18,Cr,08GYBCN5034Q4ZA,Rajasthan,Indore
Apex Agencies 0934,Sundry Creditors,2574.76,Dr,19QJOIE6860B8ZZ,West Bengal,Mumbai
Vertex Trading Co 0935,Sundry Debtors,76464.93,Cr,07CFEEY2184I5Z7,Delhi,Delhi
Prime Retail 0936,Sundry Debtors,0,Dr,19JJTRG6897K1ZQ,West Bengal,Ahmedabad
Rohan Bose 0937,Sundry Debtors,0,Cr,07MBNAZ8607B5ZN,Delhi,Surat
Ganga Agencies 0938,Sundry Debtors,0,Cr,33CMDJC9159K2Z6,Tamil Nadu,Coimbatore
Rahul Kulkarni 0939,Sundry Debtors,86434.64,Dr,08GCDLW3954O2ZC,Rajasthan,Indore
Rohan Verma 0940,Sundry Debtors,0,Cr,,Tamil Nadu,Kolkata
Meera Reddy 0941,Sundry Creditors,63791.35,Cr,23YFZYE4894I7Z3,Madhya Pradesh,Coimbatore
Bharat Distributors 0942,Sundry Creditors,0,Cr,08EQHDF4837N4Z5,Rajasthan,Bhopal
Vertex Marketing 0943,Sundry Debtors,0,Cr,,Kerala,Bhopal
Royal Traders 0944,Sundry Creditors,81670.38,Cr,08BQJMG9298E6ZN,Rajasthan,Bhopal
Pioneer Distributors 0945,Sundry Creditors,0,Dr,,Rajasthan,Coimbatore
Pooja Das 0946,Sundry Debtors,0,Dr,08IEALD6354D8Z2,Rajasthan,Coimbatore
Diya Desai 0947,Sundry Debtors,25985.86,Dr,,Gujarat,Bengaluru
Vertex Wholesale 0948,Sundry Creditors,0,Dr,09RFEFZ2426W8Z0,Uttar Pradesh,Bengaluru
Aditya Das 0949,Sundry Debtors,0,Dr,33PVBNG9639R8ZA,Tamil Nadu,Bengaluru
Karan Reddy 0950,Sundry Debtors,0,Dr,08KVBDH0725S6ZK,Rajasthan,Indore
Myra Menon 0951,Sundry Debtors,0,Cr,,Uttar Pradesh,Delhi
Sunrise & Sons 0952,Sundry Debtors,47963.08,Cr,32OZWJS9441X8ZD,Kerala,Kochi
Apex Exports 0953,Sundry Debtors,22914.83,Dr,,Tamil Nadu,Delhi
Nikhil Bose 0954,Sundry Creditors,0,Cr,32GPJYX7519M2Z8,Kerala,Kolkata
Neha Nair 0955,Sundry Debtors,0,Cr,24BHAQT6776I7ZL,Gujarat,Bhopal
Orbit Agencies 0956,Sundry Debtors,0,Dr,,Karnataka,Kolkata
Global Solutions 0957,Sundry Debtors,64042.01,Dr,33MVWCC5552D7Z8,Tamil Nadu,Bhopal
Apex Retail 0958,Sundry Creditors,0,Cr,,Rajasthan,Mumbai
Karan Sharma 0959,Sundry Debtors,0,Dr,24WWYHT1263P4ZZ,Gujarat,Coimbatore
Global Agencies 0960,Sundry Debtors,28152.87,Cr,36CTJWL6184T6ZS,Telangana,Kolkata
Pari Kumar 0961,Sundry Creditors,0,Cr,09UJBKZ3125A6ZH,Uttar Pradesh,Indore
Aadhya Chowdhury 0962,Sundry Creditors,0,Cr,36IEAFC7767J2ZC,Telangana,Hyderabad
Global Retail 0963,Sundry Debtors,0,Dr,27UORIV5245S2Z0,Maharashtra,Lucknow
Ira Rao 0964,Sundry Debtors,0,Cr,08NFXAU1894I3ZK,Rajasthan,Bhopal
Ishaan Gupta 0965,Sundry Debtors,0,Cr,,Gujarat,Ahmedabad
Orbit Wholesale 0966,Sundry Creditors,0,Cr,23QASGR6607M7ZR,Madhya Pradesh,Lucknow
Ananya Reddy 0967,Sundry Debtors,0,Cr,08MXBLG9827C1Z9,Rajasthan,Delhi
Ishaan Rao 0968,Sundry Debtors,0,Dr,29OWWYM9275U4Z2,Karnataka,Kolkata
Saanvi Menon 0969,Sundry Creditors,0,Dr,36QIZWE2111V9ZK,Telangana,Surat
Royal Distributors 0970,Sundry Creditors,0,Cr,,Tamil Nadu,Lucknow
Prime Trading Co 0971,Sundry Debtors,14271.82,Dr,29XDFXR1242J1Z7,Karnataka,Mumbai
Deepak Sharma 0972,Sundry Debtors,89466.21,Dr,27DBOJW6706J3Z9,Maharashtra,Coimbatore
Vivaan Joshi 0973,Sundry Debtors,0,Dr,,West Bengal,Delhi
Pioneer Enterprises 0974,Sundry Creditors,0,Cr,29PQDJS5388D4ZI,Karnataka,Bhopal
Global Wholesale 0975,Sundry Creditors,0,Dr,33FBTDU6460S7ZS,Tamil Nadu,Ahmedabad
Apex Exports 0976,Sundry Creditors,0,Cr,29JMZIC5941G1Z0,Karnataka,Kolkata
Anjali Patel 0977,Sundry Creditors,0,Dr,,Uttar Pradesh,Delhi
Vivaan Bose 0978,Sundry Creditors,1081.78,Cr,32SAMHX3115F9Z0,Kerala,Kolkata
Pioneer Wholesale 0979,Sundry Debtors,0,Cr,19JGQAB6740X5Z2,West Bengal,Jaipur
Kavya Verma 0980,Sundry Debtors,0,Dr,08FRNSJ3525T9ZP,Rajasthan,Pune
Apex Distributors 0981,Sundry Debtors,0,Dr,19IXKFJ3339M4Z6,West Bengal,Chennai
Bharat Agencies 0982,Sundry Debtors,0,Cr,09NZJKN0644X1ZN,Uttar Pradesh,Ahmedabad
Vivaan Bose 0983,Sundry Debtors,0,Cr,,Delhi,Surat
Prime Exports 0984,Sundry Creditors,0,Dr,,Rajasthan,Hyderabad
Sneha Menon 0985,Sundry Debtors,0,Dr,07FSQHB9848E9ZA,Delhi,Indore
Aadhya Mehta 0986,Sundry Creditors,48017.3,Dr,09JIAQZ2972Q5ZL,Uttar Pradesh,Surat
Nikhil Verma 0987,Sundry Debtors,0,Dr,24AACCA4857J8ZT,Gujarat,Indore
Reyansh Rao 0988,Sundry Debtors,0,Cr,32FGWST2727Y2Z2,Kerala,Bengaluru
Shakti Enterprises 0989,Sundry Creditors,0,Cr,,Kerala,Jaipur
Orbit Exports 0990,Sundry Debtors,0,Cr,32UGBIE3750V8Z1,Kerala,Kochi
Orbit Enterprises 0991,Sundry Debtors,0,Cr,09HPHVA3882W2ZD,Uttar Pradesh,Hyderabad
Nikhil Patel 0992,Sundry Debtors,0,Cr,09EFRDW0086J5ZM,Uttar Pradesh,Kochi
Rohan Reddy 0993,Sundry Creditors,0,Cr,09CFWMW4699G4ZJ,Uttar Pradesh,Bhopal
Pioneer Agencies 0994,Sundry Debtors,0,Cr,24LFXYU5873S3ZH,Gujarat,Kochi
Ganga Exports 0995,Sundry Debtors,0,Dr,32FWGDK9107H1ZD,Kerala,Indore
Sneha Patel 0996,Sundry Debtors,0,Dr,23NRWUU2450S3ZK,Madhya Pradesh,Kochi
Royal Trading Co 0997,Sundry Debtors,0,Cr,,Madhya Pradesh,Nagpur
Nova Traders 0998,Sundry Debtors,0,Cr,19UHXUK6121X8ZN,West Bengal,Jaipur
Kavya Pillai 0999,Sundry Debtors,0,Dr,29QLMBG8789O6ZZ,Karnataka,Kolkata
Bharat Retail 1000,Sundry Debtors,0,Cr,36VBKFT4593V4ZF,Telangana,Jaipur
